University Name,Category,Campuses,Contact Information,Website,Google Map URL,Latitude,Longitude,Image URL,Established Since,Sector,Chartered By,City,Province,Recognized University,Distance Education
"The Shaikh Ayaz University, Shikarpur Sindh",General,Mian Campus,"Shikarpur, Sindh",https://saus.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3524.5396613181196!2d68.65152161453466!3d27.946754321538034!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39343b2a86a7ccbb%3A0x334d8f65c5dc9304!2sSheikh%20Ayaz%20University%20Shikarpur!5e0!3m2!1sen!2s!4v1579851431075!5m2!1sen!2s,,,/english/universities/PublishingImages/Shaikh%20Ayaz%20University.png,6/7/2018,Public,Government of Sindh,Shikarpur,Sindh,Yes,No
"The Sindh Institute of Physical Medicine and Rehabilitation, Karachi",General,Main campus,"Sindh Institute of Physical Medicine and Rehabilitation, Opposite SIUT, Near Mujahid Masjid, Chand Bibi Road, South Karachi, Sindh – 74200 (021) 99216212-13-14",https://sipmr.edu.pk/,"https://www.google.com.hk/maps/place/Sindh+Institute+of+Physical+Medicine+and+Rehabilitation+KDA+Campus./@24.8896875,67.0654375,15z/data=!4m2!3m1!1s0x0:0x58e5b79b756dba76?sa=X&ved=1t:2428&ictx=111","The Sindh Institute of Physical Medicine and Rehabilitation, Karachi","The Sindh Institute of Physical Medicine and Rehabilitation, Karachi","The Sindh Institute of Physical Medicine and Rehabilitation, Karachi",2007,Public,Government of Sindh,Karachi,Sindh,Yes,No
"The Superior University, Lahore",General,Mian Campus,"17 K.M Raiwind Road, Lahore. +92-42-35330361-3, +92-42 381 03777",http://www.superior.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3407.8998636986375!2d74.2337292146694!3d31.334138463450312!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3919aadc70075215%3A0xf14fa2ec4eba8377!2sSuperior+University!5e0!3m2!1sen!2s!4v1469017680941,,,/english/universities/PublishingImages/University_logo-01.png,6/16/2004,Private,Government of Punjab,Lahore,Punjab,Yes,No
The University of Agriculture,General,Mian Campus,"Near Baahoo Flour Mill, Bhakkar Road, Dera Ismail Khan Khyber Pakhtunkhwa, Pakistan Tel # +92-966 851545 Email: info@uad.edu.pk",https://www.uad.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3391.6450553472428!2d70.87271091463765!3d31.780165541448245!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x392673ef45791f65%3A0x338caa116d1aefaa!2sThe%20University%20of%20Agriculture%20DIKhan!5e0!3m2!1sen!2s!4v1620199802043!5m2!1sen!2s,,,/english/universities/PublishingImages/Agri%20University%20D.%20I.%20Khan.jpg,3/7/2018,Public,Government of Khyber Pakhtunkhwa,Dera Ismail Khan,Khyber Pakhtunkhwa,Yes,No
"The University of Agriculture, Swat",Agriculture & Veterinary,Mian Campus,"The University of Agriculture, Swat-Khyber Pakhunkhwa Tel # 0092-946-811888 Email: registrar@uoas.edu.pk",https://www.uoas.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d419197.3293524379!2d71.69397957118926!3d34.831617105483076!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dc1740cf966f6d%3A0xdc0ff3c3d9146083!2sAgriculture%20University%20Swat%20Campus!5e0!3m2!1sen!2s!4v1698217591926!5m2!1sen!2s,,,/english/universities/PublishingImages/UOA%20Swat-%20LOGO.png,12/28/2020,Public,Government of Khyber Pakhtunkhwa,Swat,Khyber Pakhtunkhwa,Yes,No
The University of Faisalabad,General,Faisalabad,"4-KM Sargodha Road, Faisalabad. +92-41-8868326-30, +92-41-8869358, +92-41-8754396",http://www.tuf.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3403.4259987230284!2d73.15582081467247!3d31.457465657394053!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3922691f5e0fa2b3%3A0x3adfcd42fe315ba5!2sThe+University+of+Faisalabad!5e0!3m2!1sen!2s!4v1469021671744,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,10/2/2003,Private,Government of Punjab,Faisalabad,Punjab,Yes,No
The Women University,General,Multan,"Katchery campus. LMQ Road, Multan. +92-61-9200811",http://www.wum.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3448.1295397253352!2d71.4585445146413!3d30.20485001793302!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x393b33ef46207033%3A0x567ae769830b9f9c!2sThe+Women+University+Multan!5e0!3m2!1sen!2s!4v1469017892641,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,8/2/2010,Public,Government of Pakistan,Multan,Punjab,Yes,No
"Times Institute, Multan",General,Mian Campus,"Main Road, Peer Khursheed Colony, Multan, Punjab Pakistan Tel: +92-61-6222951-3 UAN: +92-348-111-3330 Email: info@t.edu.pk",https://www.t.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3447.8537592407715!2d71.46632601466947!3d30.2127210818213!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x393b33f7a65fb04d%3A0x3131fe807b59cd5c!2sTimes%20Institute%20Multan%20City%20Campus!5e0!3m2!1sen!2s!4v1606827018667!5m2!1sen!2s&quot; width=&quot;600&quot; height=&quot;450,,,/english/universities/PublishingImages/Times%20Institute.png,9/16/2020,Private,Government of Punjab,Multan,Punjab,Yes,No
"UIT University, Karachi",General,Mian Campus,"Street # 13, Abul Hasan Isphahani Road, Block # 7, Gulshan-e-Iqbal, Karachi. Tel # 0092-21-34994305 Email: info@uituniversity.edu.pk",https://www.uitu.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3618.1268085160823!2d67.10669581447894!3d24.927749648697564!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb338c700571b09%3A0xd86779b29e77f36a!2sUsman%20Institute%20of%20Technology!5e0!3m2!1sen!2s!4v1625546568386!5m2!1sen!2s,,,/english/universities/PublishingImages/UITU%20Logo.png,5/28/2018,Private,Government of Sindh,Karachi,Sindh,Yes,No
University of Agriculture,General,Faisalabad,"University of Agriculture University Main Rd? Faisalabad, Pakistan. +92-41-9200200, +92-419200161",http://www.uaf.edu.pk/,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3404.2787901708502!2d73.071527!3d31.433990999999995!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3922429065ab4f41%3A0x3a567c6cab2e2c63!2spakistan+pyaas+universty+faisalabad!5e0!3m2!1sen!2s!4v1469018900155,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,5/24/1973,Public,Government of Punjab,Faisalabad,Punjab,Yes,No
University of Art and Culture,Arts & Design,Mian Campus,Jamshoro Sindh-Pakistan Tel: +92-333-2777550 Email: info@uac.edu.pk,http://uac.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3604.530139453838!2d68.25276931428422!3d25.387059183808255!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394c7b7d3c7aeb05%3A0xc58b09b59c71868c!2zVW5pdmVyc2l0eSBvZiBBcnQgYW5kIEN1bHR1cmUg24zZiNmG24zZiNix2LPZuduMINii2YEg2KLYsdm5INin24zZhtqIINqp2YTahtixINis2KfZhdi02YjYsdmI!5e0!3m2!1sen!2s!4v1611746588636!5m2!1sen!2s,,,/english/universities/PublishingImages/UAC%20Jamshoro.jpg,4/17/2018,Private,Government of Sindh,Jamshoro,Sindh,Yes,No
University of Azad Jammu & Kashmir,General,Muzaffarabad,Challa campus Muzafarabad.13100 (AJK) +92-5822-960479,http://www.ajku.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3293.073815032358!2d73.4677606145556!3d34.3740428081517!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38e09e2b0192fdf9%3A0x36610135d628dfe0!2sUniversity+of+Azad+Jammu+%26+Kashmir!5e0!3m2!1sen!2s!4v1468508183984,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,12/8/1985,Public,Government of AJK,Muzaffarabad,Azad Jammu & Kashmir,Yes,No
University of Balochistan,General,Mian Campus; Kharan,"Sariab Road, Quetta. +9281-9211288",http://www.uob.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3449.5010966731165!2d66.98842141464031!3d30.1656767197913!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3ed2e0ac398e831f%3A0x422af49e5a0e626e!2sUniversity+of+Balochistan!5e0!3m2!1sen!2s!4v1468613883700,,,/english/universities/PublishingImages/UoB%20Quetta.jfif,10/1/1970,Public,Government of Balochistan,Quetta,Balochistan,Yes,No
"University of Baltistan, Skardu",General,Mian Campus,"Kargil Road, Skardu-Pakistan Ph: +92-05815-960070, 05815-960061 Fax: +92-05815-960256",http://www.uobs.edu.pk,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d13025.100211105706!2d75.7044321!3d35.2991465!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x9d472513a44c5c89!2sUniversity%20of%20Baltistan%2C%20Skardu!5e0!3m2!1sen!2s!4v1640684440573!5m2!1sen!2s,,,/english/universities/PublishingImages/University%20of%20Baltistan.jpg,8/25/2017,Public,Government of Pakistan,Skardu,Gilgit Baltistan,Yes,No
University of Buner,General,Bunair,"University of Buner Sowari, Buner, Khyber Pakhtunkhwa Tel # +92-939-555211, 555438 Email: registrar@ubuner.edu.pk",https://www.ubuner.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3289.0018075903668!2d72.48751871471138!3d34.47747840264924!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38de9a926973cd93%3A0x837830904d265633!2sThe+University+Of+Buner!5e0!3m2!1sen!2s!4v1556529182042!5m2!1sen!2s,,,/english/universities/PublishingImages/University%20of%20Buner.png,11/30/2016,Public,Government of Khyber Pakhtunkhwa,Bunair,Khyber Pakhtunkhwa,Yes,No
University of Central Punjab,General,Lahore,"Khayaban-e-Jinnah Road, Johar Town, Lahore. +92-42-35954890, +92-42-35880007, +92-42-35870689",http://www.ucp.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3403.8091536211828!2d74.2656733146722!3d31.446920557912705!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3919017432b1835b%3A0xe396992a5b05891c!2sUniversity+of+Central+Punjab!5e0!3m2!1sen!2s!4v1469019290021,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,4/10/2002,Private,Government of Punjab,Lahore,Punjab,Yes,No
"University of Chakwal, Chakwal",General,Mian Campus,Chakwal Punjab-Pakistan Tel # +92-0543-555087 Email: registrar@uoc.edu.pk,http://uoc.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3348.601544002136!2d72.85906971450878!3d32.9351241809245!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39205d7534acc2db%3A0x711df2596d2bb494!2sUniversity%20of%20Chakwal!5e0!3m2!1sen!2s!4v1611748504347!5m2!1sen!2s,,,/english/universities/PublishingImages/University%20of%20Chakwal.png,1/9/2020,Public,Government of Punjab,Chakwal,Punjab,Yes,No
"University of Chenab, Gujrat",General,Mian Campus; Gujrat,"G.T. Road, adjacent Chenab Bridge, Gujrat, Punjab-Pakistan. Ph:- (+92) 053 111 243 622 Email: info@uchenab.edu.pk",https://uchenab.edu.pk/,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d13461.620848339364!2d74.0911942!3d32.4885972!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x743bdde6e69ebd8f!2sThe%20University%20of%20Chenab%2C%20Gujrat!5e0!3m2!1sen!2s!4v1660729172849!5m2!1sen!2s,,,"/english/universities/PublishingImages/Pages/Punjab/University-of-Chenab,-Gujrat/Logo%20of%20Uni%20of%20Chenab.jpg",10/1/2021,Private,Government of Punjab,Gujrat,Punjab,Yes,No
"University of Child Health Sciences, Lahore",Medical,Mian Campus,"Ferozpur Road, Lahore. Tel # 0092-42-99230901 Email: info@chich.edu.pk",http://www.chich.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3402.5601288472867!2d74.34419847481207!3d31.481284249073482!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x391905794f3aebf9%3A0x81758ddbc07b42fa!2sUniversity%20of%20Child%20Health%20Sciences%2C%20Lahore!5e0!3m2!1sen!2s!4v1685516062033!5m2!1sen!2s,,,/english/universities/PublishingImages/Child%20Health%20Sciences%20University.jpg,6/30/2021,Public,Government of Punjab,Lahore,Punjab,Yes,No
University of Chitral,General,Chitral,"University of Chitral Seen, Lasht Chitral, Khyber Pakhtunkhwa Tel # +92-943-412401 Email: registrar@uoch.edu.pk",http://www.uoch.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3231.2595467594615!2d71.81214221461168!3d35.91614658014017!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38c4acde993c92d5%3A0x65a122d6f58eb221!2sUniversity+of+Chitral!5e0!3m2!1sen!2s!4v1558337273555!5m2!1sen!2s,,,/english/universities/PublishingImages/University%20of%20chitral.jpg,5/2/2019,Public,Government of Khyber Pakhtunkhwa,Chitral,Khyber Pakhtunkhwa,Yes,No
University of Education,General,Faisalabad; Lahore; Multan; Vehari,"College Road, Township, Lahore. +92-42-99262223-4",http://www.ue.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3403.562071499797!2d74.29682491467243!3d31.45372105757824!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39190145ae97af17%3A0x6d1f02b5cd2ab9f7!2sUniversity+of+Education!5e0!3m2!1sen!2s!4v1469020445223,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,9/10/2002,Public,Government of Punjab,Lahore,Punjab,Yes,No
"University of Engineering & Applied Sciences, Swat",Engineering & Technology,Mian Campus; Swat,"Street 20, Sector D, Kanju Township, District Swat, Khyber Pakhtunkhwa.  Phone : +92 946 613289 +92 (0946)-613282 Email: info@ueas.edu.pk",https://ueas.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3275.089547665223!2d72.35158441457887!3d34.82884098385349!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dc1724a1093297%3A0x561d79fc1bef4f8d!2sUniversity%20of%20Engineering%20%26%20Applied%20Sciences%2C%20Swat!5e0!3m2!1sen!2s!4v1670390919434!5m2!1sen!2s,,,/english/universities/PublishingImages/Pages/Logo%20UEAS.png,9/21/2021,Public,Government of Khyber Pakhtunkhwa,Swat,Khyber Pakhtunkhwa,Yes,No
University of Engineering & Technology,General,Peshawar,"Post Box No. 814, Peshawar. +92-91-9216493",http://www.uetpeshawar.edu.pk/,"https://www.google.com/maps/place/University+of+Engineering+and+Technology,+Peshawar/@34.0031097,70.3650354,9z/data=!4m10!1m2!2m1!1suniversity+of+Engineering+%26+Technology+Category+General+Campuses+Peshawar!3m6!1s0x38d9172ebe9aaad1:0x74de395b0ec3efb!8m2!3d34.0031097!4d71.4856409!15sCkl1bml2ZXJzaXR5IG9mIEVuZ2luZWVyaW5nICYgVGVjaG5vbG9neSBDYXRlZ29yeSBHZW5lcmFsIENhbXB1c2VzIFBlc2hhd2FyWksiSXVuaXZlcnNpdHkgb2YgZW5naW5lZXJpbmcgJiB0ZWNobm9sb2d5IGNhdGVnb3J5IGdlbmVyYWwgY2FtcHVzZXMgcGVzaGF3YXKSAQp1bml2ZXJzaXR5mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU13TURaNlkyUjNFQUXgAQA!16s%2Fg%2F121lm_18?entry=ttu&g_ep=EgoyMDI0MTAwNy4xIKXMDSoASAFQAw%3D%3D",,,./Universities University of Engineering & Technology_files/Placeholder-Image-Content.png,10/23/1980,Public,Government of Pakistan,Peshawar,Khyber Pakhtunkhwa,Yes,No
University of Engineering & Technology (2),Engineering & Technology,Mian Campus; Faisalabad; Narowal,"GT Road, Lahore-Pakistan Email: registrar@uet.edu.pk Tel # 0092-42-99029216, 042-99029452",http://www.uet.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3398.9780404010844!2d74.35215981467555!3d31.57965005137322!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39191b273d6ed0c1%3A0x4dcac84ea2200944!2sUniversity+of+Engineering+%26+Technology+Lahore!5e0!3m2!1sen!2s!4v1469021352543,,,/english/universities/PublishingImages/UET%20Lahore.png,4/11/1974,Public,Government of Punjab,Lahore,Punjab,Yes,No
"University of Engineering & Technology (UET), Mardan",Engineering & Technology,Mardan,"University of Engineering & Technology (UET), Mardan Phone: +92-937-9230295 Fax: +92-937-9230296 Email: Registrar@uetmardan.edu.pk",http://www.uetmardan.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d105598.11144458112!2d71.94936779525002!3d34.198984298204444!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38deca6a8ba575a9%3A0xe24a786be5cb5a40!2sUniversity+of+Engineering+and+Technology+Mardan!,,,/english/universities/PublishingImages/UET%20Mardan.png,3/7/2018,Public,Government of Khyber Pakhtunkhwa,Mardan,Khyber Pakhtunkhwa,Yes,No
"University of Engineering & Technology, Taxila",General,Chakwal,"University of Engg. & Technology (UET) Taxila. +92-51-9047403, +92-51-9047400",http://www.uettaxila.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3348.650000144356!2d72.85766141471089!3d32.93384428328058!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39205d733cdfbac5%3A0xdffc2ac6d20a106f!2sUniversity+of+Engineering+and+Technology+Taxila+Sub-Campus+Chakwal!5e0!3m2!1sen!2s!4v1469020959741,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,12/7/1994,Public,Government of Punjab,Rawalpindi,Punjab,Yes,No
University of FATA,General,Mian Campus,"Govt Degree College Darra Adam Khel Akhurwal F.R Kohat, N-55, KPK-Pakistan. Email: info@fu.edu.pk Tel # +92-91-9218182, 92 91 588 5502",https://www.fu.edu.pk/,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d13271.635717458794!2d71.511136!3d33.737171!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x76ff6baa8e978d9f!2sGovt+Degree+College+Darra+Adam+Khel+Akhurwal+F.R+Kohat!5e0!3m2!1sen!2sus!4v1468704370426,,,/english/universities/PublishingImages/Fata%20University.jfif,5/22/2013,Public,Government of Khyber Pakhtunkhwa,Kohat,Khyber Pakhtunkhwa,Yes,No
University of Gujrat,General,Gujrat,"Camp Office, Fawara Chowk, Gujrat. +92-53-364334",http://www.uog.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3359.7881863935036!2d74.1621765147031!3d32.63846369834535!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x391f03050c9a9403%3A0x547af0d30e96d8b!2sUniversity+of+Gujrat!5e0!3m2!1sen!2s!4v1469021958596,,,/Style%20Library/HEC/images/uog.jpg,2/23/2004,Public,Government of Pakistan,Gujrat,Punjab,Yes,No
University of Gwadar,General,Mian Campus,"Sarawan Avenue, New Town, Phase IV Gwadar Balochistan. Tel # +92-86-4411380-81, 86-4411222 Email: registrar@ug.edu.pk",https://ug.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3610.4063551318545!2d62.31185661427913!3d25.189515283899745!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3ebf1d54a9be93c7%3A0xa0f33c12d0940df2!2sUniversity%20of%20Gwadar!5e0!3m2!1sen!2s!4v1670817754461!5m2!1sen!2s,,,/english/universities/PublishingImages/University%20of%20Gwadar.jfif,9/20/2018,Public,Government of Balochistan,Gawadar,Balochistan,Yes,No
University of Haripur,General,Haripur,"Hattar Road, Near Swat Chowk, Tehsil & District Haripur. +92-995-615393",http://www.uoh.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3308.5632475780944!2d72.91064641473919!3d33.978063629083955!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dfb29116f4f94f%3A0xaf454a05b9dadc43!2sUniversity+of+Haripur!5e0!3m2!1sen!2sus!4v1468704837835,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,9/20/2012,Public,Government of Khyber Pakhtunkhwa,Haripur,Khyber Pakhtunkhwa,Yes,No
University of Health Sciences,General,Lahore,"Khayaban-e-Jamia Punjab,Lahore-54600 +92-42-99231304-09, +92-42-111-33-33-66",http://www.uhs.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3401.6327125614835!2d74.30761591467375!3d31.50677795496651!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3919038710ff167d%3A0x7f0a1f0c5e8c5791!2sUniversity+of+Health+Sciences!5e0!3m2!1sen!2s!4v1469022177576,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,9/28/2002,Public,Government of Punjab,Lahore,Punjab,Yes,No
"University of Home Economics, Lahore",General,Mian Campus,"Dr. Mateen Fatima Road, Gulberg II ,  Lahore Punjab-Pakistan Tel #+92-42-99263324 Email: registrar@uhe.edu.pk",https://uhe.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3400.9154823696626!2d74.34912431467998!3d31.526481181367607!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39190502851a9cb5%3A0xf97a4e2680821cd!2sUniversity%20of%20Home%20Economics!5e0!3m2!1sen!2s!4v1587452495588!5m2!1sen!2s,,,/english/universities/PublishingImages/University%20of%20Home%20Economics%20Lahore.jpg,2/13/2017,Public,Government of Punjab,Lahore,Punjab,Yes,No
University of Jhang,General,Mian Campus,"12 Km Chiniot Road, Jhang Punjab, Pakistan Tel # +92-47-9200425 Email: info@uoj.edu.pk",https://uoj.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3410.7995808181363!2d72.35871241462405!3d31.253971067376188!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3923a34876f38419%3A0xdc3e70409293cb79!2sUniversity%20of%20Jhang%20ghazali%20college!5e0!3m2!1sen!2s!4v1612248220089!5m2!1sen!2s,,,/english/universities/PublishingImages/University%20of%20Jhang.jpg,6/16/2015,Public,Government of Punjab,Jhang,Punjab,Yes,No
University of Karachi,General,Karachi,"University Road, Karachi 75270. +92-21-99261336-7",http://www.uok.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3617.7663621054226!2d67.11874131452505!3d24.94002794820711!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb338980b4615af%3A0xe968e4f0fd0119cd!2sUniversity+of+Karachi!5e0!3m2!1sen!2s!4v1468920205114,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,12/28/1972,Public,Government of Sindh,Karachi,Sindh,Yes,No
University of Kotli,General,Mian Campus,"Kotli, Azad Jammu & Kashmir, Pakistan Tel # +92 5826 960044 Email: info@uokajk.edu.pk",https://www.uokajk.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d818.283486990207!2d73.90155261927151!3d33.48453225455105!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x14e3c3cb1fc05bed%3A0x92d313a2a8bb2347!2sUniversity+of+Management+Sciences+%26+Information+Technology!5e0!3m2!1sen!2s!4v1468505700250,,,/english/universities/PublishingImages/University%20of%20Kotli.png,1/2/2014,Public,Government of AJK,Kotli,Azad Jammu & Kashmir,Yes,No
University of Lahore,General,Lahore,"1-K.M, Raiwind Road, Lahore. +92-42-35963421-30",http://www.uol.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3403.473959803752!2d74.24233831467248!3d31.456145857458964!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3919018b7f74bd7f%3A0xd22d91bbd19026b3!2sUniversity+College+Lahore!5e0!3m2!1sen!2s!4v1469022399448,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,10/2/2002,Private,Government of Punjab,Lahore,Punjab,Yes,No
University of Lakki Marwat,General,Mian Campus,"University of Lakki Marwat Mianwali Road, Lakki Marwat Khyber Pakhtunkhwa Pakistan Tel #   0092-969-511819 Email:   ulm_2017@outlook.com",http://www.ulm.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3360.6996474772745!2d70.89078631452938!3d32.614186881021496!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3927bf0a9e88449f%3A0xfbaacc50e77bdf!2sUniversity+of+Lakki+Marwat+Campus!5e0!3m2!1sen!2s!4v1556872713037!5m2!1sen!2s,,,/english/universities/PublishingImages/University%20of%20Lakki%20Marwat-New%20logo.jpg,2/26/2018,Public,Government of Khyber Pakhtunkhwa,Lakki Marwat,Khyber Pakhtunkhwa,Yes,No
University of Layyah,General,Mian Campus,"Katchehry Road, Layyah. Tel # +92-0606-920237-39,920249 Email: info@ul.edu.pk",https://ul.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3419.2209174328277!2d70.95582677474857!3d31.02009407168966!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3925a5cc67e4f25b%3A0xf9787b60cea61148!2sUniversity%20of%20Layyah!5e0!3m2!1sen!2s!4v1692698384027!5m2!1sen!2s,,,/english/universities/PublishingImages/University%20of%20Layyah-.jfif,12/8/2022,Public,Government of Punjab,Layyah,Punjab,Yes,No
University of Loralai,General,Loralai,"College Road, Loralai at Loralai Zhob Division, Balochistan. +92-824-410782",http://www.uoli.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3441.398285956693!2d68.55519681464595!3d30.396439808814097!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x392dc9b32c03b8b1%3A0x30c135e77261314c!2sUniversity+Rd%2C+Loralai%2C+Pakistan!5e0!3m2!1sen!2s!4v1468614475429,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,9/27/2012,Public,Government of Balochistan,Loralai,Balochistan,Yes,No
